,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,ocr_creator,ocr_timestamp,first_name,gender
39882,100525691,URN:NBN:no-nb_digibok_2010112508028,Ikke deg denne gang,"Abrahamsen , Aase Foss",oai:nb.bibsys.no:999102947634702202,edf2f776f90b43b3b9a5c3804fccc27e,8252517382,[Stabekk],19910101,1991,Tangen,nob,kreft / fortellinger / sosialmedisin,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Aase,female
39887,100463584,URN:NBN:no-nb_digibok_2008030704046,En navlestreng av stål : roman,"Brekstad , Kolbjørn",oai:nb.bibsys.no:999519903904702202,00591809e7fdb5ab37295acef7c5cf5d,8256009853,Oslo,19950101,1995,Solum,nob,psykopati / fortellinger,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Kolbjørn,male
39890,100587779,URN:NBN:no-nb_digibok_2021080248623,Betroelser,"Brune, Hanne Langeland",oai:nb.bibsys.no:999919869786102202,7bdb53c69837fd5c07b0c4b183b7a49b,,[Larvik],2014,2014,Lyst forl.,nob,,839.821,poetry,Skjønnlitteratur,digibok,nb,20060101,"Brune,",unknown
39891,100514687,URN:NBN:no-nb_digibok_2007071704023,Jeg forklarer meg om kjærligheten mellom oss : dikt og ellipser,"Johanssen , Terje",oai:nb.bibsys.no:998122208704702202,9bb73b8082580561de96e98cfb06fd02,8205131295,Oslo,19810101,1981,Gyldendal,nob,norske / dikt, 839.91,fiction,Skjønnlitteratur,digibok,nb,20060101,Terje,male
39892,100460747,URN:NBN:no-nb_digibok_2007110104013,Lisa og demonen i den gylne byen : et hørespill i tre episoder,"Hagerup , Klaus",oai:nb.bibsys.no:999422946024702202,10b0abb06cf29d59df6d6b6f4f7a8ffc,8276080405,[Oslo],19910101,1991,Altera,nob,skjønnlitteratur/barn-ungdom / fantastisk / hørespill / skodespel,839.822,drama,Skjønnlitteratur,digibok,nb,20060101,Klaus,male
39894,100593150,URN:NBN:no-nb_digibok_2021110248587,Hellig jul,"Slettahjell, Solveig",oai:nb.bibsys.no:999919965088602202,d4e04c7bcbb8a006e9627df44c4a7dc6,,[Oslo],2018,2018,Egmont Publ.,nob,Julen / Jula,839.82080334,text,Faglitteratur,digibok,nb,20060101,"Slettahjell,",unknown
39899,100025306,URN:NBN:no-nb_digibok_2009030904030,Østerrike : en overmaling : skuespill,"Løveid , Cecilie",oai:nb.bibsys.no:999818212514702202,ed23ec98ab49656fc029997089ac6ef6,8205255261,[Oslo],19980101,1998,Gyldendal,nob,norsk / drama / skuespill,839.822,drama,Skjønnlitteratur,digibok,nb,20060101,Cecilie,female
39901,100369619,URN:NBN:no-nb_digibok_2018040548002,Sju dager i september : roman,"Gunnerud , Jørgen",oai:nb.bibsys.no:991511381764702202,d19df83b3523cdd077717955cae74383,,Oslo,20150101,2015,Kolon,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Jørgen,male
39903,100476982,URN:NBN:no-nb_digibok_2008112804076,Ensomme stjerner,"Garvang , Arne",oai:nb.bibsys.no:990101067904702202,31ae711c2d9cf31e6aedb4e30e076bed,8203243878,Oslo,20010101,2001,Aschehoug,nob,skjønnlitteratur / roman,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Arne,male
39907,100533349,URN:NBN:no-nb_digibok_2011032406004,Det onde øye : essays,"Sæterbakken , Stig",oai:nb.bibsys.no:990101407784702202,b499fe00a468b255767225a4fcb74f94,8202201624,[Oslo],20010101,2001,Cappelen,nob,Ondskap / essays / litteratur / kritikk / historie / ondskap / ondskapens / problem,809.04 / 839.82,,Faglitteratur,digibok,nb,20060101,Stig,male
39909,100019370,URN:NBN:no-nb_digibok_2007080301110,Brukne vinger,"Pedersen , Bente",oai:nb.bibsys.no:998720027214702202,717610b57be4723211f6969a36142814,8250918746,Oslo,19860101,1986,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Bente,female
39910,100504320,URN:NBN:no-nb_digibok_2009040100010,Purpur : roman,"Løkkeberg , Vibeke",oai:nb.bibsys.no:990222236064702202,9822da4edc823df7881e0e3b82f18244,8249501268 / 8202223849,Oslo,20020101,2002,Oktober,nob,norsk / prosa / romaner / 2000-tallet,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Vibeke,female
39911,100554258,URN:NBN:no-nb_digibok_2011112505020,Diktet løper som en by : dikt,"Kittelsen , Erling",oai:nb.bibsys.no:991022026304702202,3c135528317e12a08dc0cf7280f51ed3,,Oslo,20100101,2010,Aschehoug,nob,,839.821,poetry,Skjønnlitteratur,digibok,nb,20060101,Erling,male
39913,100163962,URN:NBN:no-nb_digibok_2013080208013,Rødsonen,"Nygårdshaug , Gert",oai:nb.bibsys.no:990701834654702202,c290de78fc635e9f51c6830cb3a5d1a0,,[Oslo],20070101,2007,Cappelen,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Gert,male
39914,100111670,URN:NBN:no-nb_digibok_2012100208075,Det er alltid like før : åpne dikt,"Sørlle , Steinar",oai:nb.bibsys.no:998122266404702202,dfd558cc51524e6433178081119792b7,8205132119,Oslo,19810101,1981,Gyldendal,nob,, 839.91,fiction,Skjønnlitteratur,digibok,nb,20060101,Steinar,male
39916,100468792,URN:NBN:no-nb_digibok_2010042203026,Bacalao : roman,"Thorkildsen , Thorkild",oai:nb.bibsys.no:999917235974702202,7933e4571c554d51c75ca20f8d99f863,8250941926,Oslo,19990101,1999,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Thorkild,male
39918,100392326,URN:NBN:no-nb_digibok_2018103007230,Ruindikt,"Eggen , Jo",oai:nb.bibsys.no:999919878101802202,172c780f5698e79c568f9a1c759572b0,,,20170101,2017,Aschehoug,nob,,839.8218,poetry / text,Skjønnlitteratur,digibok,nb,20060101,Jo,andy
39920,100072305,URN:NBN:no-nb_digibok_2012060606020,Kjærlighetens komedie,"Ibsen , Henrik",oai:nb.bibsys.no:990602216404702202,95d35eebc0269e3aa31832acc2848038,8205354200,[Oslo],20060101,2006,Gyldendal,nob,,839.82 / 839.822,drama,Skjønnlitteratur,digibok,nb,20060101,Henrik,male
39921,100494478,URN:NBN:no-nb_digibok_2013080808030,Natt i Klondyke,"Torkildsen , Tor",oai:nb.bibsys.no:990219647854702202,87e4fee4ab5e55c1cd01a1dcd8a0ff61,8250947428,Oslo,20020101,2002,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Tor,male
39922,100045715,URN:NBN:no-nb_digibok_2008073100031,Stedfortrederen,"Lindstrøm , Merethe",oai:nb.bibsys.no:999901253354702202,f55f71b0f13f4f67818f0a230760684c,8203180868,Oslo,19990101,1999,Aschehoug,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Merethe,female
39927,100434004,URN:NBN:no-nb_digibok_2021012807612,Krigens læregutt : roman,"Ekeberg , Jan Ove",oai:nb.bibsys.no:999919872299802202,57bd8d36d42c992edbdd49c67396bfd6,,,20170101,2017,Gyldendal,nob,Vikinger / Vikingar,839.823,biography / novel / text,Skjønnlitteratur,digibok,nb,20060101,Jan,male
39930,100536802,URN:NBN:no-nb_digibok_2011041205013,Fikenmarmelade : roman,"Nestvold , Ulf",oai:nb.bibsys.no:990200375894702202,49583bd02daaa21ae4dd2c09307d67e4,8291233799,Stamsund,20010101,2001,Orkana,nob,hjerneslag,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Ulf,male
39932,100605098,URN:NBN:no-nb_digibok_2021022407582,Omsorg,"Sivertsen, Kristin Buvik",oai:nb.bibsys.no:999919878191702202,8016b5fd8d737568975c6c5f3932460f,,Oslo,2017,2017,Cappelen Damm,nob,Sosialarbeid / Sosialarbeid / Psykiske lidelser / Psykiske lidingar / romaner / psykiske lidelser / sosialarbeid,839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Sivertsen,",unknown
39934,100590995,URN:NBN:no-nb_digibok_2021092148052,Kiste nummer fem,"Nygårdshaug, Gert",oai:nb.bibsys.no:999919913701802202,d9ee6212b4965b724ab0459d12f2b83a,,,2018,2018,Cappelen Damm,nob,"Drum, Fredric (fiktiv person)",839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Nygårdshaug,",unknown
39936,100189861,URN:NBN:no-nb_digibok_2014020306077,Bakmennene : en Aron Ask-roman,"Olsen , Pål Gerhard",oai:nb.bibsys.no:991004965124702202,dab28d7aadbd7120474922495c578135,,[Oslo],20100101,2010,Gyldendal,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Pål,male
39937,100352087,URN:NBN:no-nb_digibok_2017101748081,Fragmenter : dikt og tekster,"Nag , Martin",oai:nb.bibsys.no:998321123134702202,cdbd1c0561a13878b1aed436a81f2825,8253132573,Oslo,19820101,1982,Luther,nob,, 839.91,fiction,Skjønnlitteratur,digibok,nb,20060101,Martin,male
39938,100403911,URN:NBN:no-nb_digibok_2020051248105,Eid : roman,"Solstad-Nøis , Ingvild",oai:nb.bibsys.no:999919980988702202,ab993476e6c4453766d0dbdc1fbf9808,,Oslo,20190101,2019,Oktober,nob,Enslige / Einslege / Lokalsamfunn / Lokalsamfunn / Norsk litteratur,839.8238,novel / text,Skjønnlitteratur,digibok,nb,20060101,Ingvild,female
39939,100470851,URN:NBN:no-nb_digibok_2008030404067,Inflammasjon : historier,"Dahle , Gro",oai:nb.bibsys.no:999519594414702202,21f860649ce4fdc65be0cf42062f0c64,8202158605,[Oslo],19950101,1995,Cappelen,nob,skjønnlitteratur/voksen / historier,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Gro,female
39940,100350255,URN:NBN:no-nb_digibok_2017101048141,Pavane,"Bjørnstad , Ketil",oai:nb.bibsys.no:991405784394702202,b7b4bcacb4cc8f4f7ad234feb13e6df0,8203104150,Oslo,19810101,1981,Aschehoug,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Ketil,male
39943,100552496,URN:NBN:no-nb_digibok_2011080306083,Premierommet : dikt om idrett,"Kristiansen , Hans",oai:nb.bibsys.no:990422507304702202,18d8a04fb2d282a2c8f2d38892fdc6da,8272861496,Oslo,20040101,2004,Akilles,nob,dikt / idrett / diktsamling / lyrikk / sport,839.821,poetry,Skjønnlitteratur,digibok,nb,20060101,Hans,male
39944,100326912,URN:NBN:no-nb_digibok_2017022448051,Hvit som snø,"Michelet , Jon",oai:nb.bibsys.no:998630728524702202,e062a00d5e9af603a60e3831f0a9afd1,8203151167 / 8203150993,Oslo,19850101,1985,Aschehoug,nob,,839.823 / 839.823008,fiction,Skjønnlitteratur,digibok,nb,20060101,Jon,male
39945,100454519,URN:NBN:no-nb_digibok_2008012801030,Lykkens prøve,"Larsen , Dag",oai:nb.bibsys.no:999427969004702202,a7ad7a763775e309e1b09bcddbc00a46,8210038133,Oslo,19940101,1994,Tiden,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Dag,male
39950,100384951,URN:NBN:no-nb_digibok_2018120777037,"Ditt røde hår, Unn : roman","Lindkvist , Ellisiv",oai:nb.bibsys.no:991340261444702202,3d365de92bbe3920bdbc7c8a0780b9b0,,Oslo,20130101,2013,Solum,nob,romaner / norsk / litteratur / usikkerhet / uvisshet / sjalusi / nærhet / relasjoner / lettlest,839.82 / 839.82u / 839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Ellisiv,female
39952,100130257,URN:NBN:no-nb_digibok_2012121207026,Faneflukt,"Tuverud , Rune",oai:nb.bibsys.no:998621495764702202,1e0ed6b1fd98d983f981762052ebe04a,8202106079,[Oslo],19860101,1986,Cappelen,nob,,839.821,fiction,Skjønnlitteratur,digibok,nb,20060101,Rune,male
39953,100604151,URN:NBN:no-nb_digibok_2021121648011,Håper det går bra,"Qvenild, Marte",oai:nb.bibsys.no:999920046504002202,9a24aca98dcf260faecee855dfd30a5d,,[Oslo],2020,2020,Flamme forlag,nob,Angst / Angst,839.8238,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,"Qvenild,",unknown
39955,100198169,URN:NBN:no-nb_digibok_2014032806084,Det som kommer til å skje,"Johnsen , Kjetil",oai:nb.bibsys.no:991016349004702202,5a7a2ea0aea9f6bf88d4fd16b703fb53,,[Oslo],20100101,2010,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Kjetil,male
39956,100055348,URN:NBN:no-nb_digibok_2011090708112,Foreldrepoesi,"Sætersdal , Barbro",oai:nb.bibsys.no:990521308604702202,f590a917aa32984933efdd61fdea849f,8292014063,Vikersund,20050101,2005,"Modum bad, Samlivssenteret",nob,Mentally Disabled Persons / Intellectual Disability / Child / Parents / psykisk / utviklingshemmede / dikt / norske / foreldre / barn / boka / meg,839.821,poetry,Skjønnlitteratur,digibok,nb,20060101,Barbro,female
39957,100358095,URN:NBN:no-nb_digibok_2017121248078,Clay Allison : revolvermannens kvinne,,oai:nb.bibsys.no:998621264604702202,6fad58015f513cf1d136e2a525f83c17,8273251128,Oslo,19860101,1986,Star forl.,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,,unknown
39958,100551988,URN:NBN:no-nb_digibok_2011072906002,Skjulte krefter,"Hjertø , Camilla",oai:nb.bibsys.no:990514902934702202,efb0a743c091030d5270ab31f9700632,8250954408,Oslo,20050101,2005,Schibsted,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Camilla,female
39960,100433399,URN:NBN:no-nb_digibok_2021012207588,Spor fra fortiden,"Havnsund , Elisabeth",oai:nb.bibsys.no:999919832684102202,c4107543e1068adc07321d8770a17b46,,[Bergen],20160101,2016,Vigmostad & Bjørke,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Elisabeth,female
39961,100080609,URN:NBN:no-nb_digibok_2012020206110,Bønn og anfektelse : og andre noveller,"Skram , Amalie",oai:nb.bibsys.no:999319645124702202,4db0b62b2438a80cec04f310a358a478,8205219257,Oslo,19930101,1993,Gyldendal,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Amalie,female
39963,100238148,URN:NBN:no-nb_digibok_2009071000003,Casanovas siste erobring : roman,"Risa , Einar O.",oai:nb.bibsys.no:990222013944702202,70f0842a2a0d5b7ce88177f04f0a00dc,8210047140 / 8252549888,Oslo,20020101,2002,Tiden,nob,norske / romaner / 2000-tallet / norsk / prosa,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Einar,male
39964,100396010,URN:NBN:no-nb_digibok_2019120477019,Skyggerom : krim,"Fjell , Jan-Erik",oai:nb.bibsys.no:991215351854702202,8e6220c5d693d9a4286ec12ea4a85dd7,,Oslo,20120101,2012,Juritzen,nob,norsk / litteratur / krim / kriminalromaner / skjønnlitteratur,839.82 / 839.82 / 839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Jan-Erik,unknown
39966,100551935,URN:NBN:no-nb_digibok_2011071906137,Spor i snøen,"Toresen , Eli B. (Eli Brit)",oai:nb.bibsys.no:990424846184702202,4adb2fbc9722cef2446a2cbc2f83fee4,8274284461,Stavanger,20040101,2004,Tl-klubben,nob,,839.823,short story,Skjønnlitteratur,digibok,nb,20060101,Eli,female
39967,100432971,URN:NBN:no-nb_digibok_2021011207635,Kjærlighetens hjem,"Johansen , Elin Brend",oai:nb.bibsys.no:991420584164702202,b6805187f25942b93ac79e0ebfe47ccd,,[Oslo],20140101,2014,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Elin,female
39968,100374128,URN:NBN:no-nb_digibok_2018053048029,Planen,"Alander , Maj Helen",oai:nb.bibsys.no:991409629804702202,03a197407d4682947ffc98ceefb0785f,,Sandnes,20140101,2014,Publica,nob,,839.823,short story,Skjønnlitteratur,digibok,nb,20060101,Maj,female
39969,100066669,URN:NBN:no-nb_digibok_2008020500079,Dikt : dikt,"Øen , Morten",oai:nb.bibsys.no:999406476484702202,99a9a2bc7f84b7fa2c0a583431b43ef9,8270946567,Oslo,19940101,1994,Oktober,nob,,839.821,fiction,Skjønnlitteratur,digibok,nb,20060101,Morten,male
39970,100178249,URN:NBN:no-nb_digibok_2013111906120,Elvekongen,"Andersen , Yvonne",oai:nb.bibsys.no:991300432734702202,df232b41ce9860e6adb6ba2cdbad2900,,[Oslo],20130101,2013,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Yvonne,female
39971,100414783,URN:NBN:no-nb_digibok_2020081707096,Gylne tider : kriminalroman,"Mehlum , Jan",oai:nb.bibsys.no:999919856097202202,bbf75363f9dac6154c29e9bfcac551ec,,[Oslo],20160101,2016,Goliat forl.,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Jan,male
39974,100380582,URN:NBN:no-nb_digibok_2018061207190,Det som en gang var jord : roman,"Stranger , Simon",oai:nb.bibsys.no:991427304834702202,5571a7dc9a1b5537074425c16a85395c,,Oslo,20150101,2015,Tiden,nob,norsk / skjønnlitteratur / romaner,839.82 / 839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Simon,male
39975,100590930,URN:NBN:no-nb_digibok_2021121648092,Blindgjengere : roman,"Næss, Atle",oai:nb.bibsys.no:999920016199302202,271713d3bae47c9e729dc5b1eb851bcd,,,2019,2019,Gyldendal,nob,Andre verdenskrig / Andre verdskrig / Ekteskap og parforhold / Ekteskap og parforhold,839.82374,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,"Næss,",unknown
39976,100144508,URN:NBN:no-nb_digibok_2013041608107,Dobbeltspill,"Nilsen , Guttorm Eskild",oai:nb.bibsys.no:999003451794702202,270a04dd863411dff53b9af0306effa9,8250923774,Oslo,19900101,1990,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Guttorm,male
39978,100264121,URN:NBN:no-nb_digibok_2015090906125,Trollskallen,"Løken , Alexander",oai:nb.bibsys.no:991334716084702202,7528aae78ff6972f5c32445a1510f579,,[Oslo],20140101,2014,Cappelen Damm,nob,ungdomsromaner / villmark / 1800-tallet / norge / ungdomsbøker / troll / fantastisk / fantasy / barnebøker / norsk / barnelitteratur,839.823 / 839.82 / 028.5,novel,Skjønnlitteratur,digibok,nb,20060101,Alexander,male
39982,100227875,URN:NBN:no-nb_digibok_2014092508101,Kaperkapteinen : en krønike om Kristoffer Rustung,"Myrland , Ludvig",oai:nb.bibsys.no:990317813574702202,053017d4b762563f7b1be912977b2881,8299676304,[Paradis],20030101,2003,[L. Myrland],nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Ludvig,male
39983,100117301,URN:NBN:no-nb_digibok_2012103006049,Det lengste svevet : roman,"Steen , Thorvald",oai:nb.bibsys.no:990927806874702202,f23b32550014ddf014cc78c8088a54e8,,Oslo,20090101,2009,Oktober,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Thorvald,male
39984,100147246,URN:NBN:no-nb_digibok_2013043005081,Dagers ende : roman,"Klippenvåg , Odd",oai:nb.bibsys.no:998721735004702202,7773b4e13598eb5fb98b8311228511b0,8205175489,Oslo,19870101,1987,Gyldendal,nob,skjønnlitteratur/voksen,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Odd,male
39986,100463135,URN:NBN:no-nb_digibok_2010030903018,Akt : roman,"Hagen , Marion",oai:nb.bibsys.no:999917701454702202,099ed5492c85a354ae14771e5e6160c0,8203181910,Oslo,19990101,1999,Aschehoug,nob,kroppsbevissthet,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Marion,female
39987,100391795,URN:NBN:no-nb_digibok_2018102307053,Vinterstengt : kriminalroman,"Horst , Jørn Lier",oai:nb.bibsys.no:991508688204702202,76283c83bfbdec9363706692d1cc2a76,,[Oslo],20150101,2015,Gyldendal,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Jørn,male
39988,100433671,URN:NBN:no-nb_digibok_2020121607538,Paranoia,"Hauge , Odd Harald",oai:nb.bibsys.no:991300432064702202,4f8baacd93d06b8771f2ab1600582a14,,Oslo,20130101,2013,Kagge,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Odd,male
39990,100545938,URN:NBN:no-nb_digibok_2011062706069,Åttenderaden : roman,"Danielsen , Arne",oai:nb.bibsys.no:990224445724702202,79a88fa7535594e122b5aabc67bb13b4,8202223156,[Oslo],20020101,2002,Cappelen,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Arne,male
39991,100417572,URN:NBN:no-nb_digibok_2020090707560,Stormkast,"Eriksen , Synnøve",oai:nb.bibsys.no:991429253064702202,2a473276deeb92d7d357c927b871c581,,[Oslo],20140101,2014,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Synnøve,female
39992,100195816,URN:NBN:no-nb_digibok_2009061600077,Savnets by,"Eriksen , Synnøve",oai:nb.bibsys.no:990709610004702202,ee5af59f249f83b2f04a53a106f1e0d2,,[Oslo],20070101,2007,Schibsted,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Synnøve,female
39993,100433098,URN:NBN:no-nb_digibok_2021011207792,Sjalusi,"Kjus , Trine",oai:nb.bibsys.no:990810861214702202,d79ed5a770ba5b610142d6497ad752c9,,[Oslo],20080101,2008,Schibsted,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Trine,female
39994,100232697,URN:NBN:no-nb_digibok_2014102108272,Storskogen faller og andre fortellinger,"Fønhus , Mikkjel",oai:nb.bibsys.no:999111561354702202,2673dfe4348e6aceb15ad34c8ea75160,8203167675,Oslo,19910101,1991,Aschehoug,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Mikkjel,unknown
39998,100285933,URN:NBN:no-nb_digibok_2016030409528,Dikt til deg,"Diesen , Anette",oai:nb.bibsys.no:990008799404702202,a66783d4840393426b75989c6e88f32a,8280020012,Tønsberg,20000101,2000,Likeverd forl.,nob,talehemmede / barn / bliss-symboler / blisstavle / alternativ / kommunikasjon,839.823,poetry,Skjønnlitteratur,digibok,nb,20060101,Anette,female
39999,100232787,URN:NBN:no-nb_digibok_2014102308056,Profetien,"Andersen , Yvonne",oai:nb.bibsys.no:991137684004702202,ab095b16505952d54d2dadca9e4878ed,,[Oslo],20110101,2011,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Yvonne,female
40000,100370842,URN:NBN:no-nb_digibok_2018041948139,Brev. B. 2,"Lie , Jonas",oai:nb.bibsys.no:990923876834702202,8610ca3c0bf41fb4d01ecdc0b9cb6e5f,,Oslo,20090101,2009,Novus,nob,,839.823 / 839.82,,Faglitteratur,digibok,nb,20060101,Jonas,male
40001,100059747,URN:NBN:no-nb_digibok_2011100408194,Fest for kidsa,"Årnes , Sverre",oai:nb.bibsys.no:990607902294702202,b6cd0003211536cb4661d73d6b5ffbaf,8204123833,[Oslo],20060101,2006,Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Sverre,male
40004,100392225,URN:NBN:no-nb_digibok_2018103007062,Sweet mint og Yaxa,"Vollan , Liv Janne Otervik",oai:nb.bibsys.no:991300338204702202,f3e9056f80e6c2ca4b83ecb6b620ad9e,,Bodø,20120101,2012,Licentia,nob,sandnessjøen / nordland / barndomsminner / selvbiografier,839.82 / 948.4421054092,,Faglitteratur,digibok,nb,20060101,Liv,female
40005,100555151,URN:NBN:no-nb_digibok_2011112805081,Eremittkrepsene,"Ragde , Anne B.",oai:nb.bibsys.no:990514259204702202,5378fd54fcbbd954c8d7c6b8ad682d1a,8249503589 / 8252560938,,20050101,2005,Oktober,nob,romaner / skjønnlitteratur / døden / slektskap / søsken / familierelasjoner / 2000-tallet / norske / norsk / prosa,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Anne,female
40008,100460725,URN:NBN:no-nb_digibok_2007100904067,Marias evangelium : fem kjærlighetshistorier om verden,"Nordby , Terje",oai:nb.bibsys.no:999206205664702202,540eeaa9b333b149c66d8dfe386ff063,8256008024 / 8256008040,Oslo,19920101,1992,Solum,nob,skjønnlitteratur/voksen / skuespill / baardsen / gjest,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Terje,male
40009,100057404,URN:NBN:no-nb_digibok_2011092106110,Tilstrekkelig vakkert,"Løes , Synne Sun",oai:nb.bibsys.no:991003545564702202,1ddf82c99feb5c03daa61c9ba68caac3,,[Oslo],20100101,2010,Cappelen Damm,nob,ungdomsbøker / døden / brevromaner / selvmord / sykdom,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Synne,female
